,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,Goederen_4,Diensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,Totaal_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,Totaal_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,Totaal_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,BrutoBinnenlandsProduct_63,BeloningVanWerknemers_64,NettoExploitatieoverschot_65,Saldo_66,BelastingenOpProductieEnInvoer_67,Subsidies_68,NettoBinnenlandsProduct_69,VerbruikVanVasteActiva_70,BrutoBinnenlandsProduct_71,BrutoBinnenlandsProduct_72,Saldo_73,OntvangenPrimaireInkomensBuitenland_74,BetaaldePrimaireInkomensBuitenland_75,BrutoNationaalInkomen_76,Saldo_77,OntvangenInkomensoverdrachtBuitenland_78,BetaaldeInkomensoverdrachtenBuitenland_79,BrutoBeschikbaarNationaalInkomen_80,ConsumptieveBestedingen_81,CorrectiePensioenvoorziening_82,BrutoNationaleBesparingen_83,BrutoInvesteringen_84,NationaalInkomensoverschot_85,UitvoersaldoGoederen_86,UitvoersaldoDiensten_87,SaldoPrimaireInkomensBuitenland_88,SaldoInkomensoverdrachtenBuitenland_89,CorrectiePensioenvoorziening_90,SaldoLopendeTransactiesBuitenland_91,Saldo_92,OntvangenKapitaaloverdrachten_93,BetaaldeKapitaaloverdrachten_94,SaldoAanEnVerkopenVanNietGeprod_95,NationaalVorderingensaldo_96,Totaal_97,Totaal_98,Totaal_99,Totaal_100,Voedingsmiddelen_101,DrankenEnTabak_102,Totaal_103,KledingEnTextiel_104,SchoenenEnLederwaren_105,WoninginrichtingEnWoningdecoratie_106,ElektrischeApparatuur_107,VervoermiddelenEnOnderdelen_108,OverigeDuurzameGoederen_109,TotaalOverigeGoederen_110,EnergieEnWater_111,BrandstoffenEnOverigeGoederen_112,Totaal_113,Huisvesting_114,Horecadiensten_115,RecreatieEnCultuurdiensten_116,VervoerEnCommunicatieDiensten_117,MedischeDienstenEnWelzijnszorg_118,FinancieleEnZakelijkeDiensten_119,OverigeDiensten_120,BinnenlandsConsumptieHuishoudens_121,ConsumptieIngezetenenInHetBuitenland_122,ConsumptieNietIngezetenenInNederland_123,Totaal_124,IndividueleConsumptieOverheid_125,CollectieveConsumptieOverheid_126,Totaal_127,WerkelijkeIndividueleConsumptie_128,WerkelijkeCollectieveConsumptie_129,Totaal_130,Totaal_131,Woningen_132,Totaal_133,Gebouwen_134,GrondWegEnWaterbouwkundigeWerken_135,OverdrachtskostenOpGrond_136,Vervoermiddelen_137,Totaal_138,Computers_139,Telecommunicatieapparatuur_140,MachinesEnOverigeMaterieleActiva_141,InCultuurGebrachteActiva_142,Totaal_143,ComputerprogrammatuurEnDatabanken_144,OnderzoekEnOntwikkeling_145,OverigeImmaterieleActiva_146,VerkoopVanGebruikteVasteActiva_147,Totaal_148,Totaal_149,ALandbouwBosbouwEnVisserij_150,BFNijverheidEnEnergie_151,GNCommercieleDienstverlening_152,OUNietCommercieleDienstverlening_153,VerkoopVanGebruikteVasteActiva_154,Totaal_155,LandbouwBosbouwEnVisserijproducten_156,WinningVanDelfstoffen_157,VoedingsmiddelenDrankenEnTabak_158,TextielKledingEnProductenVanLeder_159,HoutEnPapierwarenDrukwerk_160,Aardolieproducten_161,ChemischeEnFarmaceutischeProducten_162,RubberKunststofEnMineraleProducten_163,BasismetalenEnMetaalproducten_164,MachinesEnElektrischeApparatuur_165,ElektrotechnischeEnOptischeApparatuur_166,Transportmiddelen_167,OverigeIndustrieleProducten_168,OverigeProducten_169,ConsumptieNietIngezetenenInNederland_170,CifFobCorrectie_171,Totaal_172,UitvoerGoederenUitProductie_173,Wederuitvoer_174,Totaal_175,ConsumptieNietIngezetenenInNederland_176,OverigeUitvoerVanDiensten_177,CifFobCorrectie_178,Totaal_179,LandbouwBosbouwEnVisserijproducten_180,WinningVanDelfstoffen_181,VoedingsmiddelenDrankenEnTabak_182,TextielKledingEnProductenVanLeder_183,HoutEnPapierwarenDrukwerk_184,Aardolieproducten_185,ChemischeEnFarmaceutischeProducten_186,RubberKunststofEnMineraleProducten_187,BasismetalenEnMetaalproducten_188,MachinesEnElektrischeApparatuur_189,ElektrotechnischeEnOptischeApparaten_190,Transportmiddelen_191,OverigeIndustrieleProducten_192,OverigeProducten_193,ConsumptieIngezetenenInHetBuitenland_194,CifFobCorrectie_195,Totaal_196,InvoerGoederenCif_197,CifFobCorrectieEnHerclassificatie_198,Totaal_199,InvoerDienstenCif_200,CifFobHerclassificatie_201,Totaal_202,ProductgebondenBelastingen_203,NietProductgebondenBelastingen_204,TotaalSubsidies_205,ProductgebondenSubsidies_206,NietProductgebondenSubsidies_207
2004-01-01,227450.0,151286.0,76534.0,58255.0,18042.0,227450.0,139075.0,110513.0,76516.0,33967.0,29515.0,23439.0,6071.0,-1036.0,88707.0,69989.0,18308.0,133700.0,34777.0,2652.0,24984.0,5975.0,16865.0,2820.0,297.0,973.0,184.0,2890.0,1160.0,1958.0,1412.0,1595.0,1096.0,2536.0,1298.0,805.0,6939.0,67863.0,26545.0,17087.0,6595.0,3073.0,5056.0,10510.0,7498.0,17978.0,11213.0,6742.0,1481.0,2737.0,356.0,2140.0,30829.0,27013.0,16329.0,9730.0,6601.0,10617.0,3858.0,17805.0,18086.0,222.0,151286.0,,,17042.0,19562.0,2398.0,127916.0,23468.0,151286.0,151286.0,,35387.0,37009.0,148770.0,,2090.0,5185.0,145674.0,110513.0,,35587.0,28530.0,,,,,,,,,,,,,110513.0,76516.0,32951.0,9990.0,7509.0,2491.0,12886.0,2646.0,667.0,3081.0,1078.0,4319.0,1647.0,10242.0,3866.0,6388.0,43363.0,14387.0,6028.0,3698.0,3845.0,4016.0,5826.0,5691.0,76312.0,1955.0,1775.0,33967.0,21916.0,12040.0,110513.0,98469.0,12040.0,29515.0,30382.0,7629.0,8327.0,4995.0,3201.0,142.0,2688.0,562.0,459.0,108.0,5233.0,178.0,5564.0,2478.0,2392.0,713.0,647.0,29515.0,30382.0,1024.0,4610.0,16967.0,7660.0,647.0,88707.0,,,,,,,,,,,,,,,1775.0,-435.0,69989.0,41604.0,28670.0,18308.0,1775.0,16991.0,-435.0,76534.0,,,,,,,,,,,,,,,1955.0,-435.0,58255.0,59353.0,-1097.0,18042.0,17356.0,662.0,19562.0,18086.0,1460.0,2398.0,222.0,2157.0
2004-04-01,235619.0,152426.0,83589.0,59924.0,22459.0,235619.0,143162.0,113419.0,76548.0,36836.0,30958.0,24908.0,6036.0,-1366.0,92614.0,71426.0,20828.0,135071.0,32030.0,2292.0,22509.0,3546.0,16896.0,3359.0,292.0,1043.0,119.0,2642.0,1180.0,1757.0,1441.0,1576.0,959.0,2540.0,1373.0,725.0,7101.0,69479.0,27241.0,17596.0,6510.0,3291.0,5580.0,10544.0,7484.0,18170.0,11070.0,7056.0,1454.0,2872.0,371.0,2330.0,33430.0,30064.0,18681.0,10891.0,7795.0,11386.0,3375.0,17525.0,17756.0,193.0,152426.0,,,17465.0,19525.0,2178.0,128936.0,23542.0,152426.0,152426.0,,31900.0,35642.0,151555.0,,1984.0,4454.0,149096.0,113419.0,,35734.0,29733.0,,,,,,,,,,,,,113419.0,76548.0,32481.0,10382.0,7434.0,3014.0,13022.0,2948.0,930.0,3203.0,1168.0,3384.0,1781.0,9190.0,2367.0,6855.0,43249.0,13867.0,5923.0,3465.0,4082.0,3927.0,6182.0,5768.0,75712.0,3225.0,2379.0,36836.0,23649.0,13188.0,113419.0,100226.0,13188.0,30958.0,31562.0,7654.0,8739.0,5135.0,3324.0,243.0,2520.0,596.0,486.0,112.0,6187.0,117.0,5390.0,2704.0,2652.0,102.0,597.0,30958.0,31562.0,1086.0,5708.0,17212.0,7531.0,597.0,92614.0,,,,,,,,,,,,,,,2379.0,-443.0,71426.0,42414.0,29264.0,20828.0,2379.0,18933.0,-443.0,83589.0,,,,,,,,,,,,,,,3225.0,-443.0,59924.0,61046.0,-1125.0,22459.0,21737.0,682.0,19525.0,17756.0,1706.0,2178.0,193.0,1977.0
2004-07-01,229732.0,147419.0,82570.0,60225.0,22102.0,229732.0,137926.0,109860.0,76476.0,33304.0,27282.0,21519.0,5757.0,724.0,92225.0,71418.0,20564.0,131712.0,31395.0,2780.0,22410.0,3642.0,16889.0,3872.0,264.0,1017.0,121.0,2524.0,1068.0,1843.0,1508.0,1881.0,891.0,2197.0,1286.0,796.0,6103.0,69388.0,25518.0,16120.0,6520.0,3006.0,5315.0,12199.0,7991.0,18114.0,10411.0,7661.0,1703.0,3381.0,756.0,1913.0,30791.0,27023.0,16156.0,9245.0,6927.0,10840.0,3797.0,15829.0,16043.0,190.0,147419.0,,,15807.0,17898.0,2137.0,123861.0,23629.0,147419.0,147419.0,,38382.0,39886.0,146850.0,,1980.0,4657.0,144178.0,109860.0,,34406.0,27997.0,,,,,,,,,,,,,109860.0,76476.0,31278.0,10383.0,7392.0,3035.0,12510.0,2593.0,917.0,3145.0,1159.0,3239.0,1874.0,8547.0,1968.0,6597.0,42939.0,14535.0,5752.0,3478.0,4283.0,4132.0,5660.0,5110.0,74215.0,4808.0,2549.0,33304.0,21056.0,12209.0,109860.0,97627.0,12209.0,27282.0,27786.0,7117.0,7645.0,4261.0,3022.0,363.0,2294.0,559.0,472.0,90.0,4923.0,-28.0,5128.0,2584.0,2468.0,86.0,497.0,27282.0,27786.0,764.0,4356.0,15962.0,6518.0,497.0,92225.0,,,,,,,,,,,,,,,2549.0,-444.0,71418.0,41186.0,30468.0,20564.0,2549.0,18513.0,-444.0,82570.0,,,,,,,,,,,,,,,4808.0,-444.0,60225.0,61390.0,-1163.0,22102.0,21355.0,719.0,17898.0,16043.0,1846.0,2137.0,190.0,1948.0
2004-10-01,246279.0,157166.0,89615.0,63795.0,25595.0,246279.0,145082.0,112572.0,75201.0,37218.0,31479.0,24739.0,6770.0,937.0,101626.0,76216.0,25235.0,138336.0,34512.0,2529.0,24865.0,5967.0,17060.0,3652.0,273.0,1093.0,499.0,2497.0,1155.0,1881.0,1320.0,1740.0,925.0,2359.0,1313.0,820.0,7167.0,71040.0,25745.0,16701.0,6249.0,2931.0,5609.0,13608.0,8056.0,18262.0,10887.0,7353.0,1721.0,3237.0,245.0,2090.0,32664.0,29068.0,18761.0,10576.0,8202.0,10449.0,3627.0,18988.0,19144.0,163.0,157166.0,,,20572.0,22261.0,1903.0,133645.0,23629.0,157166.0,157166.0,,43311.0,45544.0,155335.0,,1884.0,4170.0,153050.0,112572.0,,40606.0,32377.0,,,,,,,,,,,,,112572.0,75201.0,32683.0,10943.0,7852.0,3201.0,11891.0,2758.0,785.0,3369.0,1135.0,2669.0,1515.0,10073.0,3777.0,6467.0,42312.0,14244.0,5704.0,2993.0,3854.0,3674.0,6078.0,5685.0,74970.0,2215.0,1978.0,37218.0,22828.0,14432.0,112572.0,98153.0,14432.0,31479.0,32209.0,7810.0,8864.0,4889.0,3502.0,530.0,2828.0,790.0,720.0,83.0,5604.0,-17.0,5860.0,3051.0,2733.0,96.0,717.0,31479.0,32209.0,903.0,4965.0,18569.0,7565.0,717.0,101626.0,,,,,,,,,,,,,,,1978.0,-478.0,76216.0,43731.0,32730.0,25235.0,1978.0,23752.0,-478.0,89615.0,,,,,,,,,,,,,,,2215.0,-478.0,63795.0,65057.0,-1253.0,25595.0,24785.0,775.0,22261.0,19144.0,3105.0,1903.0,163.0,1739.0
2005-01-01,233945.0,152604.0,81675.0,61653.0,19786.0,233945.0,138704.0,110210.0,76153.0,34028.0,29438.0,23648.0,5751.0,-1054.0,95577.0,74929.0,20200.0,135130.0,34766.0,2684.0,25069.0,4926.0,17174.0,2862.0,287.0,972.0,179.0,2828.0,1128.0,2042.0,1717.0,1622.0,1082.0,2555.0,1807.0,792.0,6819.0,69441.0,27075.0,17551.0,6716.0,2977.0,5247.0,10826.0,7594.0,18427.0,11309.0,7095.0,1465.0,3085.0,370.0,2158.0,30652.0,26788.0,16048.0,9499.0,6554.0,10679.0,3911.0,17635.0,17892.0,208.0,152604.0,,,17178.0,19422.0,2167.0,128743.0,23943.0,152604.0,152604.0,,40742.0,42757.0,150143.0,,2222.0,5512.0,146854.0,110210.0,,36965.0,28462.0,,,,,,,,,,,,,110210.0,76153.0,32443.0,9906.0,7532.0,2373.0,12596.0,2625.0,672.0,2986.0,1106.0,4069.0,1610.0,10130.0,3829.0,6315.0,43689.0,14737.0,5953.0,3697.0,3932.0,4201.0,5747.0,5560.0,76095.0,1933.0,1897.0,34028.0,22118.0,11902.0,110210.0,98304.0,11902.0,29438.0,30327.0,7446.0,8024.0,4455.0,3434.0,149.0,2813.0,600.0,485.0,121.0,5358.0,170.0,5679.0,2775.0,2666.0,251.0,670.0,29438.0,30327.0,972.0,4818.0,17044.0,7349.0,670.0,95577.0,,,,,,,,,,,,,,,1897.0,-460.0,74929.0,42784.0,32269.0,20200.0,1897.0,18788.0,-460.0,81675.0,,,,,,,,,,,,,,,1933.0,-460.0,61653.0,62819.0,-1165.0,19786.0,19055.0,705.0,19422.0,17892.0,1505.0,2167.0,208.0,1937.0
2005-04-01,244804.0,155847.0,89379.0,63937.0,24153.0,244804.0,145358.0,114171.0,77176.0,36960.0,32212.0,26242.0,5928.0,-1217.0,99536.0,76625.0,22525.0,138437.0,33382.0,2200.0,23328.0,3337.0,17608.0,3469.0,286.0,1090.0,114.0,2591.0,1262.0,1822.0,1767.0,1621.0,1011.0,2630.0,1578.0,733.0,7724.0,71043.0,27553.0,17825.0,6605.0,3264.0,5814.0,10871.0,7600.0,18738.0,11258.0,7442.0,1470.0,3254.0,354.0,2335.0,33839.0,30384.0,18795.0,11014.0,7781.0,11589.0,3469.0,17552.0,17766.0,184.0,155847.0,,,17733.0,19626.0,2030.0,131886.0,24016.0,155847.0,155847.0,,43690.0,48831.0,153453.0,,2082.0,4620.0,150924.0,114171.0,,36808.0,31139.0,,,,,,,,,,,,,114171.0,77176.0,32365.0,10323.0,7385.0,3007.0,12907.0,2797.0,939.0,3129.0,1247.0,3357.0,1755.0,9267.0,2344.0,6948.0,43903.0,14265.0,5937.0,3480.0,4234.0,4086.0,6151.0,5722.0,76231.0,3194.0,2236.0,36960.0,23739.0,13222.0,114171.0,100945.0,13222.0,32212.0,33219.0,8501.0,9254.0,5230.0,3698.0,282.0,2443.0,652.0,528.0,127.0,5782.0,118.0,5951.0,3001.0,2712.0,286.0,1004.0,32212.0,33219.0,1188.0,5432.0,18743.0,7787.0,1004.0,99536.0,,,,,,,,,,,,,,,2236.0,-485.0,76625.0,44280.0,32503.0,22525.0,2236.0,20797.0,-485.0,89379.0,,,,,,,,,,,,,,,3194.0,-485.0,63937.0,65181.0,-1248.0,24153.0,23347.0,763.0,19626.0,17766.0,1805.0,2030.0,184.0,1835.0
2005-07-01,238236.0,151292.0,87210.0,63563.0,23391.0,238236.0,141462.0,111849.0,77771.0,33997.0,29290.0,23498.0,5769.0,217.0,97162.0,75302.0,21605.0,134810.0,32040.0,2795.0,22659.0,2802.0,17436.0,4015.0,249.0,1044.0,107.0,2713.0,1114.0,1908.0,1693.0,1855.0,849.0,2168.0,1556.0,800.0,6478.0,71327.0,26470.0,16692.0,6822.0,3082.0,5605.0,11932.0,8166.0,18781.0,10653.0,8102.0,1733.0,3779.0,669.0,1969.0,31287.0,27373.0,16171.0,9266.0,6919.0,11176.0,3948.0,16629.0,16833.0,188.0,151292.0,,,16817.0,18792.0,2048.0,127265.0,24106.0,151292.0,151292.0,,43950.0,48075.0,148572.0,,2119.0,4916.0,145782.0,111849.0,,34058.0,29510.0,,,,,,,,,,,,,111849.0,77771.0,31782.0,10510.0,7519.0,3027.0,12970.0,2626.0,970.0,3192.0,1336.0,3265.0,1906.0,8397.0,1903.0,6508.0,43769.0,14801.0,5870.0,3555.0,4423.0,4302.0,5856.0,4941.0,75547.0,4676.0,2457.0,33997.0,22010.0,11963.0,111849.0,99865.0,11963.0,29290.0,30259.0,7795.0,8243.0,4394.0,3462.0,393.0,2505.0,697.0,600.0,101.0,5233.0,-46.0,5576.0,2865.0,2532.0,203.0,961.0,29290.0,30259.0,793.0,4901.0,17514.0,6839.0,961.0,97162.0,,,,,,,,,,,,,,,2457.0,-477.0,75302.0,41899.0,33515.0,21605.0,2457.0,19663.0,-477.0,87210.0,,,,,,,,,,,,,,,4676.0,-477.0,63563.0,64845.0,-1280.0,23391.0,22557.0,803.0,18792.0,16833.0,1952.0,2048.0,188.0,1856.0
2005-10-01,252595.0,161004.0,92104.0,67161.0,24676.0,252595.0,148443.0,114607.0,76396.0,38061.0,32207.0,25530.0,6690.0,1515.0,104579.0,79665.0,24707.0,141620.0,35017.0,2600.0,25051.0,4822.0,17680.0,3716.0,294.0,1130.0,568.0,2750.0,1199.0,1903.0,1509.0,1709.0,841.0,2349.0,1617.0,811.0,7402.0,73091.0,26714.0,17248.0,6620.0,2975.0,5839.0,13555.0,8148.0,18974.0,11189.0,7777.0,1738.0,3562.0,278.0,2150.0,33382.0,29817.0,19003.0,10827.0,8182.0,10932.0,3593.0,19546.0,19697.0,163.0,161004.0,,,21402.0,22953.0,1819.0,137009.0,24111.0,161004.0,161004.0,,54595.0,54131.0,162393.0,,2043.0,5168.0,159270.0,114607.0,,44691.0,33670.0,,,,,,,,,,,,,114607.0,76396.0,33254.0,10943.0,7863.0,3187.0,12455.0,2931.0,855.0,3447.0,1282.0,2617.0,1589.0,9962.0,3502.0,6550.0,42955.0,14531.0,5858.0,3006.0,3986.0,3991.0,6012.0,5486.0,76186.0,2163.0,1953.0,38061.0,23276.0,14829.0,114607.0,99795.0,14829.0,32207.0,33113.0,8214.0,9409.0,5042.0,3890.0,526.0,2513.0,917.0,841.0,92.0,5766.0,-27.0,5751.0,3254.0,2306.0,176.0,894.0,32207.0,33113.0,924.0,5325.0,18814.0,7846.0,894.0,104579.0,,,,,,,,,,,,,,,1953.0,-498.0,79665.0,44404.0,35385.0,24707.0,1953.0,23270.0,-498.0,92104.0,,,,,,,,,,,,,,,2163.0,-498.0,67161.0,68544.0,-1372.0,24676.0,23762.0,873.0,22953.0,19697.0,3290.0,1819.0,163.0,1648.0
2006-01-01,247171.0,158241.0,89212.0,68333.0,20563.0,247171.0,143356.0,112986.0,76058.0,36917.0,30671.0,24510.0,6137.0,-472.0,104120.0,82193.0,21430.0,139882.0,36219.0,2651.0,26216.0,5706.0,17518.0,2635.0,314.0,1021.0,178.0,3085.0,1248.0,2083.0,1911.0,1653.0,1021.0,2453.0,1940.0,760.0,7144.0,72168.0,27947.0,18219.0,6934.0,2931.0,5565.0,11524.0,7611.0,19324.0,11608.0,7698.0,1548.0,3512.0,368.0,2246.0,31171.0,27537.0,16120.0,9603.0,6520.0,11370.0,3657.0,18578.0,18778.0,184.0,158241.0,,,18037.0,20352.0,2240.0,133858.0,24487.0,158241.0,158241.0,,52193.0,49356.0,160855.0,,2029.0,5282.0,157600.0,112986.0,,44464.0,30244.0,,,,,,,,,,,,,112986.0,76058.0,33700.0,10171.0,7705.0,2468.0,13530.0,2765.0,704.0,3200.0,1308.0,4255.0,1712.0,10099.0,4121.0,6035.0,42340.0,14927.0,6066.0,3800.0,4042.0,2477.0,5701.0,5454.0,76099.0,1896.0,1959.0,36917.0,24731.0,12185.0,112986.0,100797.0,12185.0,30671.0,31628.0,8098.0,8512.0,4690.0,3678.0,159.0,2967.0,669.0,534.0,141.0,5539.0,149.0,5362.0,2962.0,2164.0,201.0,729.0,30671.0,31628.0,993.0,4951.0,17878.0,7646.0,729.0,104120.0,,,,,,,,,,,,,,,1959.0,-560.0,82193.0,44711.0,37500.0,21430.0,1959.0,20059.0,-560.0,89212.0,,,,,,,,,,,,,,,1896.0,-560.0,68333.0,69801.0,-1468.0,20563.0,19619.0,907.0,20352.0,18778.0,1551.0,2240.0,184.0,2057.0
2006-04-01,256676.0,161466.0,95641.0,70083.0,24128.0,256676.0,150162.0,117467.0,77499.0,39953.0,33836.0,27311.0,6504.0,-1363.0,106537.0,82690.0,23415.0,143188.0,33939.0,2244.0,23818.0,3197.0,18058.0,3180.0,283.0,1098.0,101.0,2991.0,1320.0,1907.0,1911.0,1752.0,979.0,2588.0,1641.0,820.0,7746.0,74811.0,28804.0,18699.0,6919.0,3309.0,6216.0,11874.0,7757.0,19762.0,11652.0,8088.0,1532.0,3762.0,317.0,2436.0,34243.0,30250.0,18851.0,10995.0,7859.0,11403.0,4068.0,18445.0,18626.0,172.0,161466.0,,,18579.0,20493.0,2064.0,136976.0,24561.0,161466.0,161466.0,,51402.0,56718.0,158898.0,,2700.0,5208.0,156400.0,117467.0,,38965.0,32625.0,,,,,,,,,,,,,117467.0,77499.0,33896.0,10819.0,7761.0,3124.0,13980.0,3045.0,1049.0,3379.0,1488.0,3344.0,1915.0,9146.0,2348.0,6825.0,42748.0,14461.0,6108.0,3577.0,4318.0,2448.0,6160.0,5655.0,76665.0,3131.0,2289.0,39953.0,26513.0,13453.0,117467.0,104010.0,13453.0,33836.0,34586.0,8823.0,9640.0,5305.0,4005.0,291.0,2860.0,753.0,606.0,151.0,6043.0,94.0,5793.0,3207.0,2357.0,242.0,747.0,33836.0,34586.0,1158.0,5622.0,19413.0,8330.0,747.0,106537.0,,,,,,,,,,,,,,,2289.0,-577.0,82690.0,45491.0,37255.0,23415.0,2289.0,21726.0,-577.0,95641.0,,,,,,,,,,,,,,,3131.0,-577.0,70083.0,71586.0,-1511.0,24128.0,23152.0,934.0,20493.0,18626.0,1801.0,2064.0,172.0,1896.0
2006-07-01,248619.0,156216.0,92667.0,68779.0,23589.0,248619.0,145627.0,114230.0,77600.0,36581.0,31283.0,25089.0,6170.0,-31.0,103309.0,80470.0,22565.0,139048.0,32191.0,2835.0,22529.0,2440.0,17606.0,3668.0,257.0,984.0,105.0,2875.0,1169.0,1935.0,1783.0,2003.0,888.0,2166.0,1554.0,809.0,6716.0,74980.0,27660.0,17431.0,7148.0,3213.0,5863.0,12857.0,8278.0,20081.0,11388.0,8665.0,1791.0,4108.0,656.0,2135.0,31709.0,27845.0,16276.0,9372.0,6913.0,11546.0,3892.0,17325.0,17570.0,213.0,156216.0,,,17553.0,19548.0,2077.0,131684.0,24624.0,156216.0,156216.0,,49807.0,52620.0,154309.0,,2402.0,5301.0,151416.0,114230.0,,37261.0,31263.0,,,,,,,,,,,,,114230.0,77600.0,32635.0,10741.0,7680.0,3098.0,13659.0,2878.0,1030.0,3323.0,1495.0,3218.0,1973.0,8262.0,1834.0,6441.0,42860.0,14867.0,6051.0,3702.0,4578.0,2620.0,5951.0,4984.0,75512.0,4695.0,2616.0,36581.0,24686.0,11900.0,114230.0,102313.0,11900.0,31283.0,32288.0,8213.0,8623.0,4529.0,3679.0,425.0,2567.0,782.0,664.0,123.0,5777.0,-33.0,6062.0,3184.0,2665.0,236.0,996.0,31283.0,32288.0,854.0,5478.0,18474.0,7273.0,996.0,103309.0,,,,,,,,,,,,,,,2616.0,-541.0,80470.0,43204.0,37315.0,22565.0,2616.0,20532.0,-541.0,92667.0,,,,,,,,,,,,,,,4695.0,-541.0,68779.0,70226.0,-1446.0,23589.0,22651.0,905.0,19548.0,17570.0,1953.0,2077.0,213.0,1838.0
2006-10-01,265456.0,166313.0,99642.0,73201.0,26133.0,265456.0,154432.0,117436.0,75861.0,41512.0,35969.0,28610.0,7366.0,831.0,111396.0,86219.0,24897.0,146299.0,35388.0,2583.0,25226.0,4138.0,18401.0,3346.0,299.0,1169.0,565.0,2916.0,1310.0,1969.0,1685.0,2089.0,877.0,2457.0,1565.0,854.0,7620.0,76671.0,28217.0,18245.0,7005.0,3091.0,6303.0,13739.0,8299.0,20157.0,11802.0,8360.0,1809.0,3914.0,316.0,2278.0,34094.0,30286.0,19090.0,10925.0,8166.0,11295.0,3844.0,20180.0,20351.0,175.0,166313.0,,,21932.0,23690.0,1995.0,141814.0,24630.0,166313.0,166313.0,,56766.0,56113.0,168792.0,,2093.0,5981.0,164908.0,117436.0,,47480.0,36749.0,,,,,,,,,,,,,117436.0,75861.0,33414.0,10974.0,7919.0,3151.0,13022.0,3105.0,896.0,3486.0,1435.0,2608.0,1690.0,9386.0,3193.0,6250.0,42125.0,14562.0,6009.0,3188.0,4139.0,2426.0,6151.0,5568.0,75536.0,2367.0,2029.0,41512.0,26570.0,14983.0,117436.0,102463.0,14983.0,35969.0,36849.0,8690.0,9829.0,5255.0,4126.0,475.0,3085.0,1007.0,910.0,112.0,6567.0,-26.0,7126.0,3749.0,3059.0,306.0,868.0,35969.0,36849.0,995.0,6174.0,20811.0,8651.0,868.0,111396.0,,,,,,,,,,,,,,,2029.0,-585.0,86219.0,46322.0,39951.0,24897.0,2029.0,23475.0,-585.0,99642.0,,,,,,,,,,,,,,,2367.0,-585.0,73201.0,74786.0,-1572.0,26133.0,25098.0,987.0,23690.0,20351.0,3351.0,1995.0,175.0,1816.0
