,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,Goederen_4,Diensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,Totaal_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,Totaal_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,Totaal_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,BrutoBinnenlandsProduct_63,BeloningVanWerknemers_64,NettoExploitatieoverschot_65,Saldo_66,BelastingenOpProductieEnInvoer_67,Subsidies_68,NettoBinnenlandsProduct_69,VerbruikVanVasteActiva_70,BrutoBinnenlandsProduct_71,BrutoBinnenlandsProduct_72,Saldo_73,OntvangenPrimaireInkomensBuitenland_74,BetaaldePrimaireInkomensBuitenland_75,BrutoNationaalInkomen_76,Saldo_77,OntvangenInkomensoverdrachtBuitenland_78,BetaaldeInkomensoverdrachtenBuitenland_79,BrutoBeschikbaarNationaalInkomen_80,ConsumptieveBestedingen_81,CorrectiePensioenvoorziening_82,BrutoNationaleBesparingen_83,BrutoInvesteringen_84,NationaalInkomensoverschot_85,UitvoersaldoGoederen_86,UitvoersaldoDiensten_87,SaldoPrimaireInkomensBuitenland_88,SaldoInkomensoverdrachtenBuitenland_89,CorrectiePensioenvoorziening_90,SaldoLopendeTransactiesBuitenland_91,Saldo_92,OntvangenKapitaaloverdrachten_93,BetaaldeKapitaaloverdrachten_94,SaldoAanEnVerkopenVanNietGeprod_95,NationaalVorderingensaldo_96,Totaal_97,Totaal_98,Totaal_99,Totaal_100,Voedingsmiddelen_101,DrankenEnTabak_102,Totaal_103,KledingEnTextiel_104,SchoenenEnLederwaren_105,WoninginrichtingEnWoningdecoratie_106,ElektrischeApparatuur_107,VervoermiddelenEnOnderdelen_108,OverigeDuurzameGoederen_109,TotaalOverigeGoederen_110,EnergieEnWater_111,BrandstoffenEnOverigeGoederen_112,Totaal_113,Huisvesting_114,Horecadiensten_115,RecreatieEnCultuurdiensten_116,VervoerEnCommunicatieDiensten_117,MedischeDienstenEnWelzijnszorg_118,FinancieleEnZakelijkeDiensten_119,OverigeDiensten_120,BinnenlandsConsumptieHuishoudens_121,ConsumptieIngezetenenInHetBuitenland_122,ConsumptieNietIngezetenenInNederland_123,Totaal_124,IndividueleConsumptieOverheid_125,CollectieveConsumptieOverheid_126,Totaal_127,WerkelijkeIndividueleConsumptie_128,WerkelijkeCollectieveConsumptie_129,Totaal_130,Totaal_131,Woningen_132,Totaal_133,Gebouwen_134,GrondWegEnWaterbouwkundigeWerken_135,OverdrachtskostenOpGrond_136,Vervoermiddelen_137,Totaal_138,Computers_139,Telecommunicatieapparatuur_140,MachinesEnOverigeMaterieleActiva_141,InCultuurGebrachteActiva_142,Totaal_143,ComputerprogrammatuurEnDatabanken_144,OnderzoekEnOntwikkeling_145,OverigeImmaterieleActiva_146,VerkoopVanGebruikteVasteActiva_147,Totaal_148,Totaal_149,ALandbouwBosbouwEnVisserij_150,BFNijverheidEnEnergie_151,GNCommercieleDienstverlening_152,OUNietCommercieleDienstverlening_153,VerkoopVanGebruikteVasteActiva_154,Totaal_155,LandbouwBosbouwEnVisserijproducten_156,WinningVanDelfstoffen_157,VoedingsmiddelenDrankenEnTabak_158,TextielKledingEnProductenVanLeder_159,HoutEnPapierwarenDrukwerk_160,Aardolieproducten_161,ChemischeEnFarmaceutischeProducten_162,RubberKunststofEnMineraleProducten_163,BasismetalenEnMetaalproducten_164,MachinesEnElektrischeApparatuur_165,ElektrotechnischeEnOptischeApparatuur_166,Transportmiddelen_167,OverigeIndustrieleProducten_168,OverigeProducten_169,ConsumptieNietIngezetenenInNederland_170,CifFobCorrectie_171,Totaal_172,UitvoerGoederenUitProductie_173,Wederuitvoer_174,Totaal_175,ConsumptieNietIngezetenenInNederland_176,OverigeUitvoerVanDiensten_177,CifFobCorrectie_178,Totaal_179,LandbouwBosbouwEnVisserijproducten_180,WinningVanDelfstoffen_181,VoedingsmiddelenDrankenEnTabak_182,TextielKledingEnProductenVanLeder_183,HoutEnPapierwarenDrukwerk_184,Aardolieproducten_185,ChemischeEnFarmaceutischeProducten_186,RubberKunststofEnMineraleProducten_187,BasismetalenEnMetaalproducten_188,MachinesEnElektrischeApparatuur_189,ElektrotechnischeEnOptischeApparaten_190,Transportmiddelen_191,OverigeIndustrieleProducten_192,OverigeProducten_193,ConsumptieIngezetenenInHetBuitenland_194,CifFobCorrectie_195,Totaal_196,InvoerGoederenCif_197,CifFobCorrectieEnHerclassificatie_198,Totaal_199,InvoerDienstenCif_200,CifFobHerclassificatie_201,Totaal_202,ProductgebondenBelastingen_203,NietProductgebondenBelastingen_204,TotaalSubsidies_205,ProductgebondenSubsidies_206,NietProductgebondenSubsidies_207
2000-10-01,228835.0,150941.0,78292.0,55443.0,22575.0,228835.0,140066.0,106155.0,73022.0,32856.0,33235.0,26303.0,6930.0,419.0,89227.0,66527.0,22516.0,132864.0,33711.0,2329.0,23786.0,5092.0,16756.0,3675.0,325.0,1150.0,460.0,2086.0,1144.0,1891.0,1531.0,1463.0,790.0,2401.0,1200.0,771.0,7733.0,69154.0,25171.0,16322.0,5803.0,3306.0,4699.0,12540.0,7842.0,19225.0,,,,3874.0,168.0,,29622.0,26067.0,17502.0,,,8768.0,3599.0,18222.0,18503.0,218.0,150941.0,,,19856.0,21367.0,1746.0,130326.0,20849.0,150941.0,150941.0,,41036.0,43410.0,147104.0,,2368.0,5393.0,144088.0,106155.0,,37909.0,33601.0,,,,,,,,,,,,,106155.0,73022.0,32388.0,10758.0,7585.0,3338.0,11956.0,2893.0,810.0,3702.0,877.0,2715.0,1631.0,9830.0,3657.0,6329.0,40040.0,13350.0,5955.0,2796.0,3128.0,3048.0,6049.0,5793.0,72485.0,2659.0,2086.0,32856.0,19479.0,13416.0,106155.0,92746.0,13416.0,33235.0,33619.0,8083.0,10244.0,5654.0,3909.0,793.0,2802.0,455.0,385.0,79.0,6940.0,-55.0,5429.0,2831.0,2423.0,180.0,381.0,33235.0,33619.0,964.0,5463.0,20420.0,6597.0,381.0,89227.0,,,,,,,,,,,,,,,2086.0,-450.0,66527.0,43290.0,24130.0,22516.0,2086.0,20918.0,-450.0,78292.0,,,,,,,,,,,,,,,2659.0,-450.0,55443.0,56639.0,-1189.0,22575.0,21784.0,739.0,21367.0,18503.0,2728.0,1746.0,218.0,1466.0
2001-01-01,223983.0,148200.0,76008.0,56642.0,19100.0,223983.0,138377.0,107047.0,74584.0,32414.0,30843.0,25451.0,5290.0,179.0,85874.0,66873.0,18557.0,130954.0,34344.0,2333.0,24514.0,5859.0,16371.0,2628.0,385.0,1017.0,194.0,2485.0,1137.0,1983.0,1462.0,1371.0,1152.0,2667.0,1446.0,782.0,7317.0,67041.0,26274.0,16529.0,6557.0,3579.0,4564.0,9979.0,7287.0,18869.0,,,,3071.0,370.0,,29213.0,25420.0,15723.0,,,9624.0,3849.0,17477.0,17813.0,257.0,148200.0,,,16722.0,19304.0,2450.0,126692.0,21704.0,148200.0,148200.0,,33537.0,37802.0,143218.0,,2130.0,4836.0,140512.0,107047.0,,33845.0,30922.0,,,,,,,,,,,,,107047.0,74584.0,31868.0,9664.0,7171.0,2519.0,12434.0,2761.0,625.0,3040.0,810.0,4191.0,1782.0,9943.0,3703.0,6238.0,42447.0,13754.0,6704.0,3636.0,3471.0,3435.0,5866.0,5845.0,74278.0,2117.0,1818.0,32414.0,20635.0,11762.0,107047.0,95281.0,11762.0,30843.0,31785.0,7688.0,8848.0,5189.0,3346.0,273.0,2514.0,427.0,344.0,89.0,6590.0,214.0,5631.0,2503.0,3016.0,193.0,714.0,30843.0,31785.0,1221.0,5532.0,18441.0,6376.0,714.0,85874.0,,,,,,,,,,,,,,,1818.0,-443.0,66873.0,40651.0,26543.0,18557.0,1818.0,17210.0,-443.0,76008.0,,,,,,,,,,,,,,,2117.0,-443.0,56642.0,57790.0,-1148.0,19100.0,18361.0,705.0,19304.0,17813.0,1471.0,2450.0,257.0,2161.0
2001-04-01,226880.0,149408.0,77855.0,54218.0,22517.0,226880.0,142814.0,109432.0,74993.0,34365.0,33074.0,27348.0,5647.0,-48.0,84380.0,63503.0,20560.0,132712.0,31873.0,2018.0,22061.0,3513.0,16696.0,3252.0,361.0,1131.0,128.0,2135.0,1202.0,1758.0,1614.0,1363.0,1015.0,2748.0,1201.0,696.0,7746.0,69232.0,26396.0,16894.0,5947.0,3904.0,5242.0,10466.0,7378.0,19475.0,,,,3369.0,413.0,,31300.0,27958.0,18037.0,,,9947.0,3377.0,16834.0,17112.0,217.0,149408.0,,,16773.0,18813.0,2151.0,127771.0,21768.0,149408.0,149408.0,,30222.0,33164.0,148586.0,,2051.0,4558.0,146087.0,109432.0,,36574.0,33213.0,,,,,,,,,,,,,109432.0,74993.0,31830.0,10352.0,7214.0,3273.0,12579.0,2789.0,887.0,3346.0,891.0,3360.0,1946.0,9073.0,2317.0,6784.0,42226.0,12731.0,6530.0,3370.0,3779.0,3368.0,6252.0,6205.0,74041.0,3591.0,2616.0,34365.0,21694.0,12663.0,109432.0,96764.0,12663.0,33074.0,33489.0,8261.0,9690.0,5654.0,3671.0,307.0,2583.0,492.0,401.0,93.0,6801.0,175.0,5319.0,2565.0,2597.0,226.0,410.0,33074.0,33489.0,1302.0,5898.0,19494.0,6703.0,410.0,84380.0,,,,,,,,,,,,,,,2616.0,-437.0,63503.0,40187.0,23807.0,20560.0,2616.0,18443.0,-437.0,77855.0,,,,,,,,,,,,,,,3591.0,-437.0,54218.0,55340.0,-1126.0,22517.0,21780.0,689.0,18813.0,17112.0,1637.0,2151.0,217.0,1903.0
2001-07-01,218894.0,143558.0,75601.0,53399.0,21945.0,218894.0,137535.0,106386.0,74965.0,31298.0,28756.0,23275.0,5458.0,2139.0,82078.0,60974.0,20912.0,127976.0,30578.0,2746.0,21182.0,2845.0,16435.0,4003.0,321.0,982.0,145.0,2196.0,1057.0,1915.0,1508.0,1501.0,925.0,2182.0,1130.0,785.0,6551.0,68192.0,24634.0,15480.0,5974.0,3445.0,4786.0,11314.0,7842.0,19581.0,,,,3916.0,824.0,,28973.0,25080.0,15643.0,,,9409.0,3942.0,15756.0,16049.0,234.0,143558.0,,,15808.0,17931.0,2163.0,121867.0,21825.0,143558.0,143558.0,,41783.0,44369.0,142000.0,,2034.0,4766.0,139276.0,106386.0,,32971.0,30917.0,,,,,,,,,,,,,106386.0,74965.0,31235.0,10291.0,7126.0,3268.0,12595.0,2749.0,905.0,3246.0,947.0,3367.0,2028.0,8476.0,1843.0,6642.0,41402.0,13294.0,6132.0,3351.0,3952.0,3629.0,5796.0,5155.0,72691.0,5139.0,2856.0,31298.0,19407.0,11840.0,106386.0,94522.0,11840.0,28756.0,29068.0,7526.0,8740.0,4688.0,3608.0,459.0,2228.0,458.0,384.0,77.0,5570.0,-66.0,4776.0,2335.0,2217.0,276.0,306.0,28756.0,29068.0,825.0,4833.0,17626.0,5579.0,306.0,82078.0,,,,,,,,,,,,,,,2856.0,-389.0,60974.0,37431.0,23991.0,20912.0,2856.0,18521.0,-389.0,75601.0,,,,,,,,,,,,,,,5139.0,-389.0,53399.0,54403.0,-1003.0,21945.0,21297.0,614.0,17931.0,16049.0,1881.0,2163.0,234.0,1902.0
2001-10-01,228229.0,153077.0,75919.0,53142.0,22645.0,228229.0,143086.0,109350.0,74798.0,34301.0,33563.0,26418.0,7161.0,-22.0,86099.0,63319.0,22734.0,134559.0,33976.0,2267.0,23981.0,5372.0,16723.0,3633.0,316.0,1122.0,517.0,2248.0,1142.0,1875.0,1395.0,1406.0,872.0,2465.0,1248.0,778.0,7911.0,69852.0,24873.0,16196.0,5684.0,3237.0,5036.0,12554.0,7925.0,19742.0,,,,3835.0,152.0,,30419.0,26808.0,18013.0,,,9005.0,3654.0,18673.0,18920.0,207.0,153077.0,,,20408.0,21933.0,1775.0,131456.0,21805.0,153077.0,153077.0,,37642.0,43295.0,146905.0,,1983.0,4684.0,144209.0,109350.0,,35150.0,33482.0,,,,,,,,,,,,,109350.0,74798.0,33143.0,10970.0,7669.0,3499.0,12214.0,2809.0,788.0,3858.0,956.0,2786.0,1638.0,10132.0,3736.0,6544.0,40982.0,13583.0,5951.0,2812.0,3450.0,3171.0,6030.0,6020.0,74183.0,2509.0,1866.0,34301.0,20228.0,14109.0,109350.0,95258.0,14109.0,33563.0,34106.0,8402.0,10312.0,5660.0,4096.0,616.0,2760.0,539.0,473.0,74.0,6775.0,-60.0,5450.0,2738.0,2517.0,205.0,532.0,33563.0,34106.0,950.0,5654.0,20410.0,6899.0,532.0,86099.0,,,,,,,,,,,,,,,1866.0,-410.0,63319.0,42062.0,22288.0,22734.0,1866.0,21293.0,-410.0,75919.0,,,,,,,,,,,,,,,2509.0,-410.0,53142.0,54174.0,-1025.0,22645.0,22005.0,615.0,21933.0,18920.0,2940.0,1775.0,207.0,1520.0
2002-01-01,221644.0,148325.0,73719.0,54189.0,19398.0,221644.0,138237.0,109219.0,75657.0,33528.0,30470.0,24642.0,5773.0,-1598.0,83792.0,64648.0,18763.0,130472.0,33885.0,2393.0,23927.0,5490.0,16067.0,2705.0,357.0,969.0,191.0,2671.0,1135.0,1895.0,1214.0,1316.0,1074.0,2636.0,1428.0,820.0,7390.0,66293.0,25415.0,16087.0,6288.0,3385.0,4812.0,10269.0,7358.0,18281.0,,,,2935.0,366.0,,30064.0,26225.0,16083.0,,,10075.0,3891.0,18217.0,18495.0,223.0,148325.0,,,17547.0,20034.0,2381.0,126017.0,22445.0,148325.0,148325.0,,28319.0,31376.0,144327.0,,1889.0,4419.0,141794.0,109219.0,,33122.0,28904.0,,,,,,,,,,,,,109219.0,75657.0,32294.0,9746.0,7252.0,2516.0,12645.0,2693.0,630.0,3075.0,856.0,4451.0,1726.0,10064.0,3674.0,6369.0,43058.0,13852.0,6508.0,3730.0,3726.0,3633.0,5960.0,5805.0,75312.0,2163.0,1824.0,33528.0,21430.0,12084.0,109219.0,97131.0,12084.0,30470.0,31456.0,7350.0,9267.0,5388.0,3635.0,226.0,2303.0,448.0,365.0,87.0,6468.0,180.0,5593.0,2440.0,3013.0,225.0,760.0,30470.0,31456.0,1134.0,5738.0,17307.0,7124.0,760.0,83792.0,,,,,,,,,,,,,,,1824.0,-400.0,64648.0,41031.0,24240.0,18763.0,1824.0,17362.0,-400.0,73719.0,,,,,,,,,,,,,,,2163.0,-400.0,54189.0,55208.0,-1018.0,19398.0,18762.0,618.0,20034.0,18495.0,1520.0,2381.0,223.0,2138.0
2002-04-01,227510.0,149889.0,78011.0,54097.0,22823.0,227510.0,143168.0,112096.0,75945.0,36108.0,32011.0,25745.0,6251.0,-1157.0,84653.0,63570.0,20779.0,133160.0,31757.0,2042.0,22045.0,3482.0,16625.0,3341.0,344.0,1073.0,110.0,2484.0,1196.0,1726.0,1400.0,1293.0,1000.0,2715.0,1252.0,730.0,7600.0,68719.0,25909.0,16726.0,5766.0,3714.0,5431.0,10783.0,7455.0,18816.0,,,,3134.0,390.0,,32506.0,29146.0,18536.0,,,10633.0,3381.0,16866.0,17091.0,186.0,149889.0,,,16863.0,18833.0,2086.0,127469.0,22507.0,149889.0,149889.0,,30476.0,36310.0,147062.0,,1773.0,4479.0,144365.0,112096.0,,32393.0,31007.0,,,,,,,,,,,,,112096.0,75945.0,32290.0,10359.0,7278.0,3197.0,12872.0,2903.0,868.0,3316.0,953.0,3559.0,1884.0,9196.0,2314.0,6906.0,42675.0,13016.0,6336.0,3469.0,3974.0,3482.0,6267.0,6094.0,74959.0,3579.0,2570.0,36108.0,23027.0,13083.0,112096.0,99008.0,13083.0,32011.0,32466.0,7724.0,9511.0,5615.0,3582.0,270.0,2587.0,521.0,432.0,89.0,6575.0,108.0,5255.0,2533.0,2522.0,264.0,448.0,32011.0,32466.0,1221.0,5828.0,18221.0,7130.0,448.0,84653.0,,,,,,,,,,,,,,,2570.0,-418.0,63570.0,40978.0,23209.0,20779.0,2570.0,18683.0,-418.0,78011.0,,,,,,,,,,,,,,,3579.0,-418.0,54097.0,55160.0,-1066.0,22823.0,22132.0,648.0,18833.0,17091.0,1686.0,2086.0,186.0,1889.0
2002-07-01,220410.0,144446.0,76222.0,53375.0,22650.0,220410.0,137434.0,108716.0,75889.0,32737.0,27872.0,21793.0,6073.0,741.0,83578.0,62370.0,20989.0,129208.0,31131.0,2775.0,21672.0,3165.0,16590.0,4018.0,322.0,943.0,127.0,2468.0,1093.0,1884.0,1435.0,1483.0,942.0,2222.0,1183.0,823.0,6580.0,67912.0,24459.0,15447.0,5907.0,3339.0,4974.0,11550.0,7872.0,18950.0,,,,3621.0,806.0,,29983.0,26052.0,16073.0,,,9956.0,3976.0,15337.0,15586.0,204.0,144446.0,,,15478.0,17455.0,2032.0,121973.0,22572.0,144446.0,144446.0,,32279.0,35438.0,143416.0,,1795.0,3995.0,141219.0,108716.0,,32647.0,28616.0,,,,,,,,,,,,,108716.0,75889.0,31415.0,10398.0,7244.0,3245.0,12673.0,2603.0,880.0,3251.0,1044.0,3480.0,1990.0,8468.0,1898.0,6583.0,41917.0,13603.0,6012.0,3449.0,4166.0,3726.0,5720.0,5153.0,73374.0,5421.0,2886.0,32737.0,20356.0,12331.0,108716.0,96360.0,12331.0,27872.0,28215.0,7262.0,8651.0,4717.0,3537.0,404.0,2006.0,479.0,408.0,74.0,5179.0,-13.0,4701.0,2292.0,2156.0,312.0,336.0,27872.0,28215.0,912.0,4399.0,16668.0,6053.0,336.0,83578.0,,,,,,,,,,,,,,,2886.0,-381.0,62370.0,38833.0,24085.0,20989.0,2886.0,18562.0,-381.0,76222.0,,,,,,,,,,,,,,,5421.0,-381.0,53375.0,54334.0,-958.0,22650.0,22046.0,577.0,17455.0,15586.0,1872.0,2032.0,204.0,1808.0
2002-10-01,230552.0,152870.0,78277.0,54750.0,23398.0,230552.0,142777.0,111317.0,75338.0,35777.0,30720.0,23340.0,7484.0,672.0,88524.0,65497.0,22929.0,134418.0,33622.0,2243.0,24142.0,5646.0,16580.0,3591.0,303.0,1077.0,497.0,2539.0,1112.0,1869.0,1217.0,1386.0,896.0,2424.0,1322.0,824.0,7374.0,69109.0,24513.0,15934.0,5718.0,3058.0,5284.0,12635.0,8001.0,18883.0,,,,3471.0,181.0,,31538.0,27889.0,18460.0,,,9622.0,3688.0,18608.0,18799.0,176.0,152870.0,,,20355.0,21849.0,1749.0,130442.0,22559.0,152870.0,152870.0,,30132.0,35126.0,148539.0,,1762.0,4338.0,145967.0,111317.0,,34997.0,31358.0,,,,,,,,,,,,,111317.0,75338.0,33305.0,10837.0,7607.0,3411.0,12482.0,2940.0,797.0,3641.0,1039.0,3039.0,1575.0,10071.0,3829.0,6429.0,41419.0,13779.0,5712.0,2970.0,3724.0,3281.0,5945.0,5985.0,74770.0,2533.0,1938.0,35777.0,21233.0,14585.0,111317.0,96755.0,14585.0,30720.0,31243.0,7735.0,9778.0,5451.0,3834.0,534.0,2290.0,556.0,492.0,72.0,5760.0,-15.0,5056.0,2603.0,2231.0,222.0,512.0,30720.0,31243.0,989.0,4786.0,18227.0,7059.0,512.0,88524.0,,,,,,,,,,,,,,,1938.0,-414.0,65497.0,42464.0,23909.0,22929.0,1938.0,21424.0,-414.0,78277.0,,,,,,,,,,,,,,,2533.0,-414.0,54750.0,55814.0,-1056.0,23398.0,22729.0,642.0,21849.0,18799.0,3031.0,1749.0,176.0,1544.0
2003-01-01,224440.0,149303.0,75502.0,56119.0,19194.0,224440.0,138510.0,110618.0,75974.0,34621.0,28905.0,22953.0,5949.0,-1043.0,86263.0,66933.0,18928.0,131818.0,33972.0,2490.0,24361.0,6045.0,16096.0,2729.0,326.0,953.0,169.0,2688.0,1096.0,1860.0,1307.0,1393.0,1090.0,2574.0,1439.0,828.0,6929.0,66999.0,26105.0,16675.0,6532.0,3146.0,4986.0,10135.0,7386.0,18132.0,,,,2851.0,360.0,,30645.0,26885.0,16437.0,,,10379.0,3800.0,17733.0,18023.0,226.0,149303.0,,,17074.0,19493.0,2316.0,126419.0,22993.0,149303.0,149303.0,,26584.0,31110.0,144068.0,,1933.0,4412.0,141585.0,110618.0,,31700.0,27923.0,,,,,,,,,,,,,110618.0,75974.0,32901.0,9932.0,7396.0,2559.0,12833.0,2737.0,668.0,3134.0,966.0,4237.0,1729.0,10321.0,3949.0,6397.0,42839.0,14059.0,6089.0,3669.0,3790.0,3797.0,5887.0,5648.0,75757.0,1972.0,1776.0,34621.0,22255.0,12354.0,110618.0,98260.0,12354.0,28905.0,29775.0,7103.0,8571.0,5068.0,3391.0,132.0,2649.0,547.0,453.0,98.0,5464.0,145.0,5179.0,2286.0,2764.0,203.0,655.0,28905.0,29775.0,1092.0,4598.0,16321.0,7680.0,655.0,86263.0,,,,,,,,,,,,,,,1776.0,-428.0,66933.0,41023.0,26334.0,18928.0,1776.0,17603.0,-428.0,75502.0,,,,,,,,,,,,,,,1972.0,-428.0,56119.0,57225.0,-1105.0,19194.0,18493.0,677.0,19493.0,18023.0,1455.0,2316.0,226.0,2062.0
2003-04-01,227960.0,149417.0,78916.0,55184.0,22603.0,227960.0,142840.0,112957.0,76062.0,36864.0,30919.0,24589.0,6337.0,-1195.0,85395.0,64253.0,20829.0,132503.0,31004.0,2219.0,21297.0,3006.0,16183.0,3290.0,343.0,1034.0,112.0,2431.0,1141.0,1693.0,1404.0,1337.0,933.0,2495.0,1291.0,732.0,7370.0,68442.0,26076.0,16858.0,5980.0,3461.0,5567.0,10729.0,7346.0,18327.0,,,,2963.0,369.0,,32959.0,29704.0,18713.0,,,11007.0,3257.0,17072.0,17303.0,190.0,149417.0,,,17063.0,19007.0,2066.0,126410.0,23059.0,149417.0,149417.0,,30145.0,32764.0,150032.0,,1816.0,4407.0,147452.0,112957.0,,34567.0,29865.0,,,,,,,,,,,,,112957.0,76062.0,32288.0,10382.0,7287.0,3213.0,12880.0,2857.0,892.0,3209.0,1038.0,3608.0,1794.0,9159.0,2305.0,6879.0,42700.0,13420.0,6022.0,3428.0,4006.0,3650.0,6210.0,5923.0,74980.0,3583.0,2475.0,36864.0,23005.0,13849.0,112957.0,99103.0,13849.0,30919.0,31541.0,7450.0,9491.0,5603.0,3662.0,206.0,2857.0,579.0,477.0,103.0,5650.0,118.0,5040.0,2483.0,2383.0,229.0,616.0,30919.0,31541.0,1359.0,4916.0,17391.0,7853.0,616.0,85395.0,,,,,,,,,,,,,,,2475.0,-408.0,64253.0,40204.0,24506.0,20829.0,2475.0,18810.0,-408.0,78916.0,,,,,,,,,,,,,,,3583.0,-408.0,55184.0,56211.0,-1028.0,22603.0,21940.0,620.0,19007.0,17303.0,1640.0,2066.0,190.0,1859.0
2003-07-01,220493.0,144122.0,76617.0,53929.0,22475.0,220493.0,137063.0,109230.0,75685.0,33474.0,27427.0,21094.0,6344.0,338.0,84003.0,63176.0,20595.0,128514.0,30306.0,2613.0,21289.0,2804.0,16441.0,3875.0,300.0,991.0,130.0,2412.0,1050.0,1833.0,1435.0,1579.0,930.0,2211.0,1182.0,841.0,6321.0,67576.0,24526.0,15448.0,6141.0,3114.0,5238.0,11545.0,7863.0,18145.0,,,,3339.0,765.0,,30554.0,26706.0,16334.0,,,10349.0,3882.0,15761.0,15975.0,190.0,144122.0,,,15891.0,17828.0,2007.0,121052.0,23138.0,144122.0,144122.0,,34862.0,34997.0,145905.0,,1823.0,4445.0,143288.0,109230.0,,34146.0,27768.0,,,,,,,,,,,,,109230.0,75685.0,30965.0,10367.0,7205.0,3258.0,12372.0,2488.0,868.0,3137.0,1078.0,3454.0,1859.0,8391.0,1922.0,6486.0,42155.0,14039.0,5776.0,3434.0,4203.0,3914.0,5677.0,5071.0,73128.0,5311.0,2735.0,33474.0,20978.0,12451.0,109230.0,96753.0,12451.0,27427.0,27847.0,6979.0,8381.0,4668.0,3394.0,313.0,2203.0,545.0,463.0,85.0,5102.0,-48.0,4669.0,2272.0,2171.0,280.0,413.0,27427.0,27847.0,798.0,4561.0,15730.0,6588.0,413.0,84003.0,,,,,,,,,,,,,,,2735.0,-383.0,63176.0,38304.0,25286.0,20595.0,2735.0,18311.0,-383.0,76617.0,,,,,,,,,,,,,,,5311.0,-383.0,53929.0,54904.0,-974.0,22475.0,21856.0,591.0,17828.0,15975.0,1844.0,2007.0,190.0,1808.0
2003-10-01,234514.0,153626.0,81412.0,57760.0,23452.0,234514.0,144016.0,111909.0,74722.0,37035.0,31754.0,24446.0,7386.0,260.0,91168.0,68216.0,22801.0,135079.0,33549.0,2391.0,24131.0,5748.0,16494.0,3606.0,323.0,1047.0,533.0,2499.0,1078.0,1784.0,1243.0,1462.0,868.0,2399.0,1304.0,855.0,7098.0,69081.0,24625.0,15997.0,5862.0,2925.0,5543.0,12903.0,7974.0,18194.0,,,,3188.0,211.0,,32381.0,28702.0,18867.0,,,10018.0,3715.0,18703.0,18884.0,172.0,153626.0,,,20480.0,21938.0,1725.0,130599.0,23131.0,153626.0,153626.0,,30850.0,31570.0,153344.0,,1706.0,3670.0,151380.0,111909.0,,39621.0,31983.0,,,,,,,,,,,,,111909.0,74722.0,32644.0,10827.0,7634.0,3360.0,11977.0,2803.0,780.0,3420.0,1111.0,2706.0,1532.0,10029.0,3899.0,6345.0,41583.0,13984.0,5601.0,2971.0,3788.0,3458.0,5992.0,5723.0,74224.0,2374.0,1858.0,37035.0,22343.0,14737.0,111909.0,97199.0,14737.0,31754.0,32504.0,7350.0,9253.0,5175.0,3685.0,396.0,2971.0,690.0,620.0,80.0,6575.0,-24.0,5513.0,2768.0,2537.0,217.0,737.0,31754.0,32504.0,989.0,6019.0,17882.0,7440.0,737.0,91168.0,,,,,,,,,,,,,,,1858.0,-436.0,68216.0,41926.0,26851.0,22801.0,1858.0,21396.0,-436.0,81412.0,,,,,,,,,,,,,,,2374.0,-436.0,57760.0,58893.0,-1124.0,23452.0,22732.0,688.0,21938.0,18884.0,3024.0,1725.0,172.0,1524.0
